subject_id,project_id,workflow_id,subject_set_id,metadata,locations,classifications_count,retired_at,retirement_reason,created_at,updated_at
109176534,30120,,127968,"{""#date_run"":""2025-05-04 12:00:34"",""prompt_id"":""18"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""62"",""#temperature"":""1.0"",""prompt_image"":""prompt_18.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_18_run_0_temp_1.0_model_gpt-4.1_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_18_run_0_temp_1.0_model_gpt-4.1_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ee5f7e49-49cd-4dca-9407-cc8b876574d4.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/df07f930-7ee5-457d-b670-708723d45b95.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/746d99ae-b8bf-4c56-ba93-fce5e0b73404.png""}",0,,,2025-05-04 13:37:13 UTC,2025-05-04 13:37:13 UTC
109176535,30120,,127968,"{""#date_run"":""2025-05-04 12:01:18"",""prompt_id"":""19"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""63"",""#temperature"":""1.0"",""prompt_image"":""prompt_19.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_19_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/6c25abe7-a087-4005-b282-beb9fd22ad6b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/f6603011-712e-4f1b-864a-1ee60548835b.png""}",0,,,2025-05-04 13:37:14 UTC,2025-05-04 13:37:14 UTC
109176536,30120,,127968,"{""#date_run"":""2025-05-04 12:01:31"",""prompt_id"":""19"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""64"",""#temperature"":""1.0"",""prompt_image"":""prompt_19.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_19_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/89d4728b-5f85-416d-9182-e6f18b0ff6a6.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/37d27d0d-6045-4cbc-b0ad-d10586845fcd.png""}",0,,,2025-05-04 13:37:14 UTC,2025-05-04 13:37:14 UTC
109176537,30120,,127968,"{""#date_run"":""2025-05-04 12:02:01"",""prompt_id"":""19"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""65"",""#temperature"":""1.0"",""prompt_image"":""prompt_19.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_19_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c95de8a5-4842-40d9-872b-c8ca5e5d2f40.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/4535ca99-b953-49d7-b632-8ad8f22016e5.png""}",0,,,2025-05-04 13:37:15 UTC,2025-05-04 13:37:15 UTC
109176538,30120,,127968,"{""#date_run"":""2025-05-04 12:02:52"",""prompt_id"":""20"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""66"",""#temperature"":""1.0"",""prompt_image"":""prompt_20.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_20_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/52d17f6a-3703-41b9-ab2f-9412d490d735.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/7247c121-2412-4239-8dba-8f67f06079de.png""}",0,,,2025-05-04 13:37:15 UTC,2025-05-04 13:37:15 UTC
109176539,30120,,127968,"{""#date_run"":""2025-05-04 12:03:07"",""prompt_id"":""20"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""67"",""#temperature"":""1.0"",""prompt_image"":""prompt_20.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_20_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3407303d-3e11-477e-a577-31aed6b5151e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/c4dd9263-aada-4cc9-90db-d19b5f52d149.png""}",0,,,2025-05-04 13:37:15 UTC,2025-05-04 13:37:15 UTC
109176540,30120,,127968,"{""#date_run"":""2025-05-04 12:03:44"",""prompt_id"":""20"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""68"",""#temperature"":""1.0"",""prompt_image"":""prompt_20.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_20_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c18cb901-6207-410c-bf42-e6955742a565.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/59445678-5280-4d0b-934d-72bd62e54334.png""}",0,,,2025-05-04 13:37:16 UTC,2025-05-04 13:37:16 UTC
109176541,30120,,127968,"{""#date_run"":""2025-05-04 12:04:28"",""prompt_id"":""21"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""69"",""#temperature"":""1.0"",""prompt_image"":""prompt_21.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_21_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/1780ee48-a748-42fa-affc-ffbadbdf851f.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/b9a136eb-0672-4f17-a2d2-759ce131abee.png""}",0,,,2025-05-04 13:37:16 UTC,2025-05-04 13:37:16 UTC
109176542,30120,,127968,"{""#date_run"":""2025-05-04 12:04:43"",""prompt_id"":""21"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""70"",""#temperature"":""1.0"",""prompt_image"":""prompt_21.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_21_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c21badf3-0fe7-4e4e-9afa-eabffb8d03f2.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/bbd295f5-47be-46f1-bdc3-904c32f49b9b.png""}",0,,,2025-05-04 13:37:17 UTC,2025-05-04 13:37:17 UTC
109176543,30120,,127968,"{""#date_run"":""2025-05-04 12:05:24"",""prompt_id"":""21"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""71"",""#temperature"":""1.0"",""prompt_image"":""prompt_21.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_21_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/22a43cfc-3cb1-4300-8e06-92f4af97a7fd.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/ee54d829-e217-494c-afd0-5991dadef351.png""}",0,,,2025-05-04 13:37:17 UTC,2025-05-04 13:37:17 UTC
109176544,30120,,127968,"{""#date_run"":""2025-05-04 12:06:18"",""prompt_id"":""22"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""72"",""#temperature"":""1.0"",""prompt_image"":""prompt_22.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_mistral-large-2411_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_mistral-large-2411_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/71be9ce1-2f19-4793-aab0-a960b5904f3b.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/d6050fee-601c-4bab-a341-de1e4997024d.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/0262a562-ae59-4847-b2f9-1b77784bc673.png""}",0,,,2025-05-04 13:37:18 UTC,2025-05-04 13:37:18 UTC
109176545,30120,,127968,"{""#date_run"":""2025-05-04 12:06:44"",""prompt_id"":""22"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""73"",""#temperature"":""1.0"",""prompt_image"":""prompt_22.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/493a3411-daa8-4937-a554-87258ab9263f.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/07b48b6b-a144-4130-8f35-92fa59fe4acf.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/a4c5ea72-c2d9-415d-ad98-f771dbda74b7.png""}",0,,,2025-05-04 13:37:18 UTC,2025-05-04 13:37:18 UTC
109176546,30120,,127968,"{""#date_run"":""2025-05-04 12:08:00"",""prompt_id"":""22"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""74"",""#temperature"":""1.0"",""prompt_image"":""prompt_22.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_gpt-4.1_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_22_run_0_temp_1.0_model_gpt-4.1_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/e90d4f87-f297-4742-a588-7ce7a6c69c4a.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/20caf618-0a80-4bce-89ed-3647c105fd53.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/bbaf598a-0d68-40b4-a39b-9d098bf39e28.png""}",0,,,2025-05-04 13:37:19 UTC,2025-05-04 13:37:19 UTC
109176547,30120,,127968,"{""#date_run"":""2025-05-04 12:08:49"",""prompt_id"":""23"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""75"",""#temperature"":""1.0"",""prompt_image"":""prompt_23.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_23_run_0_temp_1.0_model_mistral-large-2411_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8b1d7146-0406-4aa5-accc-01df8788052c.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/432e0a1e-e877-4ed3-a342-f353f6128939.png""}",0,,,2025-05-04 13:37:19 UTC,2025-05-04 13:37:19 UTC
109176548,30120,,127968,"{""#date_run"":""2025-05-04 12:09:09"",""prompt_id"":""23"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""76"",""#temperature"":""1.0"",""prompt_image"":""prompt_23.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_23_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_23_run_0_temp_1.0_model_gemini-2.0-flash-001_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/d29175f7-8332-4925-8cda-08917c0e2b5e.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/9864938e-d9b9-492e-af9e-ee23f9716ae4.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/ce8ac430-2037-44e3-bd04-f93154787d39.png""}",0,,,2025-05-04 13:37:19 UTC,2025-05-04 13:37:19 UTC
109176549,30120,,127968,"{""#date_run"":""2025-05-04 12:10:08"",""prompt_id"":""23"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""77"",""#temperature"":""1.0"",""prompt_image"":""prompt_23.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_23_run_0_temp_1.0_model_gpt-4.1_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_23_run_0_temp_1.0_model_gpt-4.1_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5927f443-e925-46e4-acb2-9d30e8750f88.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/714d0971-ab51-4ad4-8ee2-59bc0b7d7c2b.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/500b3f6c-7ab5-41f8-9e91-c9ec658531c3.png""}",0,,,2025-05-04 13:37:20 UTC,2025-05-04 13:37:20 UTC
109176550,30120,,127968,"{""#date_run"":""2025-05-04 12:11:05"",""prompt_id"":""24"",""#llm_model"":""mistral/mistral-large-2411"",""response_id"":""78"",""#temperature"":""1.0"",""prompt_image"":""prompt_24.png"",""#llm_provider"":""mistral"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_24_run_0_temp_1.0_model_mistral-large-2411_chat_0.png"",""response_image_2"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_24_run_0_temp_1.0_model_mistral-large-2411_chat_1.png"",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/bdddaa02-46a9-4c70-8ac8-b8fd5453dc69.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/bd8d42ae-e89e-4f2d-96b9-9fd9b52a646d.png"",""2"":""https://panoptes-uploads.zooniverse.org/subject_location/40e25ff9-2698-4adf-be8b-60e05cf8cf77.png""}",0,,,2025-05-04 13:37:20 UTC,2025-05-04 13:37:20 UTC
109176551,30120,,127968,"{""#date_run"":""2025-05-04 12:11:20"",""prompt_id"":""24"",""#llm_model"":""gemini/gemini-2.0-flash-001"",""response_id"":""79"",""#temperature"":""1.0"",""prompt_image"":""prompt_24.png"",""#llm_provider"":""gemini"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_24_run_0_temp_1.0_model_gemini-2.0-flash-001_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3224838e-3a9c-4fc9-abf4-d9f773e9c346.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/341def1f-cdda-468c-aa4e-915e45dc8a5e.png""}",0,,,2025-05-04 13:37:21 UTC,2025-05-04 13:37:21 UTC
109176552,30120,,127968,"{""#date_run"":""2025-05-04 12:12:05"",""prompt_id"":""24"",""#llm_model"":""openai/gpt-4.1"",""response_id"":""80"",""#temperature"":""1.0"",""prompt_image"":""prompt_24.png"",""#llm_provider"":""openai"",""#prompt_run_by"":""Artur"",""response_image_1"":""..\\outputs\\zooniverse_subject_set_artur_20250504_temp1.0\\prompt_24_run_0_temp_1.0_model_gpt-4.1_chat.png"",""response_image_2"":"""",""response_image_3"":"""",""response_image_4"":"""",""response_image_5"":""""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8fd1835f-3030-4d4c-b305-1cf9a3b9f20d.png"",""1"":""https://panoptes-uploads.zooniverse.org/subject_location/75d5fb5d-4145-41ea-b4e5-7cfad2177112.png""}",0,,,2025-05-04 13:37:21 UTC,2025-05-04 13:37:21 UTC
109217267,30120,,128005,"{""Filename"":""prompt_3.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4e6000e8-34d4-4d3e-9bec-6d92b795019f.txt""}",0,,,2025-05-06 15:43:28 UTC,2025-05-06 15:43:28 UTC
109217268,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_gemini-2.0-flash-001_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/f7c39afb-e94b-416f-9dfd-83a0e855ba2a.txt""}",0,,,2025-05-06 15:43:28 UTC,2025-05-06 15:43:28 UTC
109217269,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_gpt-4.1_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/93606269-8fb1-41a4-9a2c-ba7bdeee4c9c.txt""}",0,,,2025-05-06 15:43:29 UTC,2025-05-06 15:43:29 UTC
109217270,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_mistral-large-2411_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/52f9ea58-8eb0-4dc5-989e-af1ee2e3b180.txt""}",0,,,2025-05-06 15:43:29 UTC,2025-05-06 15:43:29 UTC
109217271,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_ollama_chat_deepseek-r18b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c5b3c588-f3a8-40be-93ec-2a262a929a13.txt""}",0,,,2025-05-06 15:43:29 UTC,2025-05-06 15:43:29 UTC
109217272,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_ollama_chat_gemma327b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5d7f3492-62a0-47ac-872b-ef1e90e43aa7.txt""}",0,,,2025-05-06 15:43:30 UTC,2025-05-06 15:43:30 UTC
109217273,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_ollama_chat_phi4latest_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3be59d9d-5d07-4e8b-8127-0569f1826c9f.txt""}",0,,,2025-05-06 15:43:30 UTC,2025-05-06 15:43:30 UTC
109217274,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_ollama_chat_qwen330b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3c502247-8b60-41f9-8f1f-8d840cbfc48f.txt""}",0,,,2025-05-06 15:43:31 UTC,2025-05-06 15:43:31 UTC
109217275,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_us.amazon.nova-premier-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/46e07b2a-5381-4acb-8652-93e1d6185cbc.txt""}",0,,,2025-05-06 15:43:31 UTC,2025-05-06 15:43:31 UTC
109217276,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_us.anthropic.claude-3-7-sonnet-20250219-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/da6f13d4-96b3-46ba-afc3-eb9d71b26d07.txt""}",0,,,2025-05-06 15:43:31 UTC,2025-05-06 15:43:31 UTC
109217277,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_us.deepseek.r1-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/870f3681-777d-4650-8597-b4a8a010a2af.txt""}",0,,,2025-05-06 15:43:32 UTC,2025-05-06 15:43:32 UTC
109217278,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_us.meta.llama4-maverick-17b-instruct-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/51def6b5-3f09-45c7-a641-2807252d897b.txt""}",0,,,2025-05-06 15:43:32 UTC,2025-05-06 15:43:32 UTC
109217279,30120,,128005,"{""Filename"":""prompt_3_run_0_temp_0.0_model_us.meta.llama4-scout-17b-instruct-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/41f54fd4-45fd-41fe-adb1-1cd374f5b101.txt""}",0,,,2025-05-06 15:43:32 UTC,2025-05-06 15:43:32 UTC
109217280,30120,,128006,"{""Filename"":""prompt_4.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0781878d-266c-4d0d-a33c-01b87eee9465.txt""}",0,,,2025-05-06 15:43:49 UTC,2025-05-06 15:43:49 UTC
109217281,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_gemini-2.0-flash-001_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/48804249-c582-4efc-be44-ba8ce02842c7.txt""}",0,,,2025-05-06 15:43:50 UTC,2025-05-06 15:43:50 UTC
109217282,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_gpt-4.1_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/5794aca7-7bfb-47d5-b6f2-1473b773c722.txt""}",0,,,2025-05-06 15:43:50 UTC,2025-05-06 15:43:50 UTC
109217283,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_mistral-large-2411_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/4c232d57-8c16-4377-9a60-6dcc0a6dcc40.txt""}",0,,,2025-05-06 15:43:50 UTC,2025-05-06 15:43:50 UTC
109217284,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_ollama_chat_deepseek-r18b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/ab958126-3ed9-4188-b99d-e273e68462aa.txt""}",0,,,2025-05-06 15:43:51 UTC,2025-05-06 15:43:51 UTC
109217285,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_ollama_chat_gemma327b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/db5770e1-d10a-4e24-99f5-27714ba857c3.txt""}",0,,,2025-05-06 15:43:51 UTC,2025-05-06 15:43:51 UTC
109217286,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_ollama_chat_phi4latest_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/af9b7cc3-b3a6-4726-bb7a-8474b968d2cc.txt""}",0,,,2025-05-06 15:43:51 UTC,2025-05-06 15:43:51 UTC
109217287,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_ollama_chat_qwen330b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/0b0c3364-798a-4f40-859a-262228421095.txt""}",0,,,2025-05-06 15:43:52 UTC,2025-05-06 15:43:52 UTC
109217288,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_us.amazon.nova-premier-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/834cc060-d1fe-4c04-88bf-8b048a316a46.txt""}",0,,,2025-05-06 15:43:52 UTC,2025-05-06 15:43:52 UTC
109217289,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_us.anthropic.claude-3-7-sonnet-20250219-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7ec74b37-7962-4b5a-9d62-563a284083fd.txt""}",0,,,2025-05-06 15:43:53 UTC,2025-05-06 15:43:53 UTC
109217290,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_us.deepseek.r1-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/c2964eb7-11f6-4f42-b5c1-12a6b908839a.txt""}",0,,,2025-05-06 15:43:53 UTC,2025-05-06 15:43:53 UTC
109217291,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_us.meta.llama4-maverick-17b-instruct-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/63337103-fff0-4084-840a-8e07241f1479.txt""}",0,,,2025-05-06 15:43:53 UTC,2025-05-06 15:43:53 UTC
109217292,30120,,128006,"{""Filename"":""prompt_4_run_0_temp_0.0_model_us.meta.llama4-scout-17b-instruct-v10_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8db31599-8ca3-4bf4-a7d4-602bfc96391c.txt""}",0,,,2025-05-06 15:43:54 UTC,2025-05-06 15:43:54 UTC
109217293,30120,,128008,"{""Filename"":""prompt_5.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/7c75f5d2-8729-40f6-b0f5-0d5cc0200e9f.txt""}",0,,,2025-05-06 15:44:09 UTC,2025-05-06 15:44:09 UTC
109217294,30120,,128008,"{""Filename"":""prompt_5_run_0_temp_0.0_model_gemini-2.0-flash-001_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/8f9e9d22-8520-4345-9856-b3d3aa174063.txt""}",0,,,2025-05-06 15:44:09 UTC,2025-05-06 15:44:09 UTC
109217295,30120,,128008,"{""Filename"":""prompt_5_run_0_temp_0.0_model_gpt-4.1_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/b7e1cc18-3422-462a-b1e8-db3cc5560847.txt""}",0,,,2025-05-06 15:44:10 UTC,2025-05-06 15:44:10 UTC
109217296,30120,,128008,"{""Filename"":""prompt_5_run_0_temp_0.0_model_mistral-large-2411_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/3f1e6ad6-025e-4c2e-b6f5-3607d751a9ae.txt""}",0,,,2025-05-06 15:44:10 UTC,2025-05-06 15:44:10 UTC
109217297,30120,,128008,"{""Filename"":""prompt_5_run_0_temp_0.0_model_ollama_chat_deepseek-r18b_chat.txt""}","{""0"":""https://panoptes-uploads.zooniverse.org/subject_location/446deb50-bdae-4fdc-9d59-745bf4fb7abd.txt""}",0,,,2025-05-06 15:44:10 UTC,2025-05-06 15:44:10 UTC
